Id,SalePrice
1461,122725.84570220417
1462,154248.4741494699
1463,183956.81709940906
1464,193284.0939455404
1465,177363.59909368702
1466,179288.3610853353
1467,173397.98592711583
1468,173995.95692127815
1469,182609.49733684483
1470,124296.8609768835
1471,197132.8465697635
1472,92259.86357881779
1473,101038.51786024755
1474,152744.3947869576
1475,131804.78613139654
1476,348842.19692327204
1477,249134.21966227633
1478,284176.9373677864
1479,267644.59933859087
1480,460389.03401665814
1481,322296.6372254536
1482,205873.83914567495
1483,175897.1963848636
1484,162598.31795285095
1485,181373.66399587088
1486,197831.53923399397
1487,335799.1854115048
1488,238425.12517765083
1489,201544.1628517536
1490,206190.9751522144
1491,184263.23769626732
1492,87681.32340118241
1493,175670.51785082053
1494,271628.16643072705
1495,288161.15373478405
1496,226006.6964676886
1497,181195.7728957804
1498,156874.02240800826
1499,156445.8037302177
1500,146988.5996220902
1501,174742.7455248495
1502,155014.27944760403
1503,302299.60357802943
1504,234260.6551640395
1505,230911.8286184978
1506,180993.26545182586
1507,212534.0381129841
1508,200409.31255101733
1509,171705.13042687706
1510,145099.4322973643
1511,139596.0110721267
1512,161663.86878170728
1513,146129.77182197073
1514,160683.18361086864
1515,170226.79467899541
1516,150951.33704001945
1517,150493.0684763714
1518,124992.98718638526
1519,207817.440374193
1520,136736.13913943057
1521,134717.05792076178
1522,162746.93287197224
1523,120490.01280536102
1524,125686.86164315173
1525,126044.93754180089
1526,127052.51149292101
1527,103880.27399680101
1528,136488.50685820295
1529,144354.3309761425
1530,172368.19870304276
1531,110439.45268491798
1532,103720.3178400805
1533,146890.12990832742
1534,119098.2742666385
1535,158649.6995417356
1536,115916.23891293108
1537,67936.78476740682
1538,158758.42144655297
1539,195129.19384815323
1540,104288.92758240411
1541,145074.56597710718
1542,151477.73111995967
1543,220156.9938363639
1544,74954.72547970818
1545,107006.16804459039
1546,124126.6996233153
1547,132338.21870388588
1548,129849.7609892238
1549,108173.37218060221
1550,137565.4524534604
1551,113883.3645763525
1552,118351.82930317205
1553,149534.49339242608
1554,103780.72332047498
1555,181685.3947195832
1556,98527.5598248494
1557,123254.54355357857
1558,83294.9441740586
1559,111196.67687576257
1560,146127.61402389267
1561,133735.3149993771
1562,128709.96772848026
1563,120763.03809485993
1564,157091.69852074762
1565,146280.53114172243
1566,227578.02517699153
1567,64532.582040771274
1568,226963.1508525389
1569,140875.1121446358
1570,129231.14783210815
1571,106490.52053436822
1572,146784.9484763188
1573,229895.1618528299
1574,112716.15945231351
1575,215450.211517589
1576,221960.46085949015
1577,189100.6481834973
1578,150033.58596838685
1579,147090.3135884827
1580,195985.48064301847
1581,150031.48923338225
1582,132023.95732472723
1583,339156.80144814437
1584,233680.4183885105
1585,143270.103275164
1586,69913.70900165818
1587,104394.26598156687
1588,146196.5791773217
1589,98834.60039880041
1590,128080.21011189758
1591,93474.28872799732
1592,126557.58194060932
1593,123205.12471827578
1594,145825.64639578323
1595,124986.18715742807
1596,245775.02057918417
1597,193786.52354163828
1598,189962.03032802997
1599,161804.1426648351
1600,161572.25422850522
1601,71432.6752461616
1602,109452.13367950976
1603,86338.9964641864
1604,271483.3892941178
1605,236587.93020859544
1606,171022.0702675118
1607,153489.10193965805
1608,217350.69328657043
1609,189068.2814984699
1610,152924.5891815677
1611,138984.7854711766
1612,153556.73981763193
1613,158904.2714365598
1614,122913.09321951207
1615,82837.62162352235
1616,75364.13251231317
1617,89324.0271556799
1618,126633.81215573719
1619,135521.89926764884
1620,152391.70677942655
1621,134481.579502536
1622,141309.60080265385
1623,275611.6799731164
1624,204065.46590781296
1625,119103.67467486393
1626,158380.9077743772
1627,185311.4833964865
1628,271388.7706899894
1629,171662.66986294652
1630,363197.9186738518
1631,208591.50632911263
1632,242981.0104171409
1633,169187.8764654896
1634,189760.31330111285
1635,173802.52956601206
1636,160990.53987651592
1637,195528.00622975428
1638,195909.53747220142
1639,187842.72897166468
1640,258840.51332167932
1641,176983.99129877976
1642,222019.95264539227
1643,224293.87188320822
1644,226470.26603914937
1645,188973.531794214
1646,156471.36811804085
1647,153464.20676190313
1648,137637.72259244742
1649,141869.37012296333
1650,125451.43906239675
1651,121044.26233944941
1652,94023.90755413784
1653,95610.94399409753
1654,147976.53312626778
1655,153097.6434704747
1656,144169.31519149832
1657,151242.1337570706
1658,146588.77192214577
1659,139788.35200738092
1660,151499.56436087337
1661,454703.0407647856
1662,404073.3676647164
1663,392007.44510230003
1664,425954.0029478155
1665,311633.3903943314
1666,331072.6231399887
1667,383702.46461021615
1668,347101.3717510757
1669,291656.97082778957
1670,358516.44374235516
1671,278151.1285816261
1672,448116.2827259385
1673,298946.9445331898
1674,249794.7101627458
1675,185871.1660615992
1676,188239.8903584942
1677,228022.42645655823
1678,438122.1821615392
1679,397041.6629817993
1680,344155.9931678179
1681,225185.29445984637
1682,305575.5675872953
1683,183729.70797401012
1684,167417.13817356623
1685,173166.7738390261
1686,169974.73402290468
1687,174159.36858852117
1688,193830.56900186656
1689,186769.3299077577
1690,188844.51555023115
1691,173606.37880194903
1692,239267.03384907803
1693,173106.09894238666
1694,185486.95820782712
1695,168858.70538293794
1696,289661.0205696322
1697,172666.6087395096
1698,382192.21509876085
1699,326022.5610614096
1700,238207.49999258708
1701,264167.7107152727
1702,260028.7770965863
1703,253282.39569571393
1704,306386.49780273996
1705,213389.85385555727
1706,396641.90858749143
1707,212588.49455836878
1708,219379.50232729153
1709,283869.6850866537
1710,222543.31927129117
1711,240265.93821651186
1712,256654.65067296042
1713,269877.9202637058
1714,224973.46776009726
1715,203264.4756430518
1716,179737.68855397846
1717,175827.34852365486
1718,137083.29022153118
1719,198554.1348621543
1720,241225.69457215528
1721,159133.3102029169
1722,124371.77223888627
1723,157501.73988488404
1724,197061.1854604595
1725,244366.3889419277
1726,187918.75617754975
1727,161918.8797065041
1728,177437.04581193547
1729,165861.50622559595
1730,143609.17755636317
1731,116909.85136542749
1732,129800.92846083138
1733,108667.96305873795
1734,127659.68451593888
1735,134921.5175841104
1736,112111.18902118757
1737,329273.99458269397
1738,229760.96709688372
1739,325295.52386589424
1740,195083.52449889286
1741,182522.28364775638
1742,172036.65785160378
1743,170325.43679026616
1744,294946.7503637556
1745,227164.65849642854
1746,194531.05755062972
1747,206537.50709959178
1748,221792.919652615
1749,153328.17259235837
1750,143347.21449530375
1751,235459.28004335106
1752,120866.5046939553
1753,138151.80217100334
1754,211120.12015810498
1755,163875.16572505407
1756,128274.50990136931
1757,118289.82701794944
1758,144431.97318589757
1759,167388.04237219167
1760,161928.89368895942
1761,151550.76577711562
1762,173675.9600225137
1763,161764.15549664406
1764,115632.04632032098
1765,155783.93411413953
1766,172847.26164920628
1767,203327.65405125037
1768,145920.19585577302
1769,164407.52396132398
1770,144264.79639383775
1771,136886.04289590864
1772,132658.63259096805
1773,136223.2063911026
1774,118216.2486591516
1775,132270.97288111132
1776,117270.64872657842
1777,114310.75477946551
1778,130944.82027238658
1779,116265.58061960625
1780,177135.66831156623
1781,129960.5358199196
1782,93214.45526953682
1783,136688.85373837667
1784,93157.76730991845
1785,114757.85654236906
1786,127926.316923954
1787,159542.88360527105
1788,66139.50657439015
1789,83818.85957424287
1790,81230.12682446702
1791,162635.28524951744
1792,158600.93886711588
1793,132890.8147383733
1794,144105.5400013428
1795,133150.32242304884
1796,112980.21325995919
1797,114575.70166572787
1798,122429.58400558402
1799,110621.22722081035
1800,133052.0722055846
1801,144604.90018840192
1802,126891.27937703495
1803,142329.84169984932
1804,147108.16662870505
1805,136377.6762130861
1806,123691.1063887724
1807,131204.49343044532
1808,117348.41032950637
1809,113698.75718432154
1810,138237.44527443856
1811,103775.56982431092
1812,97303.44082679122
1813,122845.39491236374
1814,86325.91619668955
1815,61057.81134966272
1816,97500.25981135116
1817,104410.75236122347
1818,140527.1212756141
1819,113898.98089189391
1820,71432.00898027704
1821,95202.47057036345
1822,144061.68431909633
1823,58564.70723228129
1824,139445.02894371538
1825,122842.96893658667
1826,102254.28488583016
1827,113645.99039731624
1828,138286.97865021683
1829,115876.22043649224
1830,132652.8710273568
1831,153197.4128524476
1832,105052.7170240713
1833,142847.1420215541
1834,117315.13924104221
1835,137479.90285401983
1836,126351.18296219432
1837,91484.78967738854
1838,130051.35180302142
1839,83499.38982668029
1840,151470.57289595596
1841,143752.37608117086
1842,84270.35948366665
1843,139103.0655868212
1844,128239.15065070215
1845,136036.2272054763
1846,148978.13274682628
1847,166626.07324450172
1848,60819.71313471817
1849,101297.30308430074
1850,119143.93604010741
1851,145732.37136451804
1852,121039.91265345128
1853,133505.52687196236
1854,167677.52277406954
1855,139906.11398778745
1856,217958.28904022204
1857,131985.11529917445
1858,143407.18052296696
1859,120373.22646225487
1860,155965.62889176307
1861,116051.24418759374
1862,299916.99839182914
1863,298856.7704712922
1864,298856.7704712922
1865,318393.0220114878
1866,346847.8568902024
1867,237318.8766458451
1868,302549.3142175567
1869,213808.060882103
1870,220438.92552265362
1871,233358.94458082295
1872,169081.83377948694
1873,239348.38682178498
1874,142331.55798519254
1875,207706.16291481428
1876,198756.48518945026
1877,212211.59068271643
1878,217495.524644896
1879,129920.2158009257
1880,139508.33114677836
1881,243105.7728351244
1882,247741.9146511194
1883,194567.86871394506
1884,207726.63439341084
1885,237716.91928194693
1886,293073.77529611345
1887,201341.9224473695
1888,277595.4533851494
1889,151100.49504165986
1890,134303.3129639935
1891,139513.2016345672
1892,104794.60980665694
1893,130765.8135681496
1894,120656.10520802223
1895,140699.9543218643
1896,119687.61626246075
1897,118446.97588630974
1898,99474.53000141046
1899,147278.5967612349
1900,152334.68665748186
1901,179655.16855618177
1902,148898.8024040313
1903,258342.88974016142
1904,147421.480802518
1905,198536.22740945136
1906,191653.91771690204
1907,212738.68262545453
1908,107847.57209440855
1909,139329.3785609786
1910,121083.99110701127
1911,205827.15956574088
1912,325204.1690261285
1913,149778.00099798277
1914,61867.35569905663
1915,287643.87436969177
1916,66834.31754672778
1917,247557.28260571865
1918,141980.90161595173
1919,172414.61819989223
1920,150897.98010045057
1921,402116.814420949
1922,310843.0250046715
1923,212587.7187743528
1924,234008.50248286134
1925,209986.02085547787
1926,369347.92172986286
1927,128539.90115603189
1928,159139.41104257002
1929,127488.39892940258
1930,120884.17250314871
1931,142567.0670026466
1932,133825.39239384627
1933,166128.05561680527
1934,182186.71523371007
1935,177271.46455563395
1936,189416.6114071542
1937,185135.20191212915
1938,176690.94288614515
1939,250228.3344273745
1940,179422.74117070943
1941,177403.33049411487
1942,183205.55991448316
1943,195692.98950226966
1944,317285.6936022204
1945,380933.60768118885
1946,177833.78635339194
1947,336095.01491984644
1948,185644.15991541094
1949,237977.16978005675
1950,185360.84141561066
1951,253430.28110517765
1952,222935.25429840613
1953,163355.87779047046
1954,185076.49186976324
1955,141142.7660679896
1956,320370.14656642434
1957,161587.38987740147
1958,294471.02125643624
1959,138320.70656752432
1960,115445.58596434926
1961,119346.88673286812
1962,94905.11730777644
1963,101509.18921297156
1964,109101.93944520573
1965,145128.34773975538
1966,147784.69938191952
1967,281564.6890861539
1968,407267.1778083339
1969,402742.97735619976
1970,432692.6852327013
1971,449891.794683964
1972,363301.62731850334
1973,273320.00336108264
1974,298488.61077434465
1975,419600.9227800018
1976,265191.7832079407
1977,388631.30570516497
1978,379862.5972480017
1979,329910.4190123182
1980,195109.16372676918
1981,353893.16098840575
1982,230791.2186261214
1983,198389.25897264163
1984,167324.28361241592
1985,216570.3188869766
1986,215694.77164026955
1987,171740.53525277314
1988,179749.78580418057
1989,197049.103114126
1990,210944.06310238084
1991,227842.5318017656
1992,212391.77558836644
1993,171439.8285369054
1994,255307.5123374441
1995,187341.547160818
1996,242737.38952191244
1997,279499.4180485719
1998,345034.9811866322
1999,251186.17704145348
2000,297543.1096016315
2001,255513.09894268325
2002,247449.17443294992
2003,256289.791518319
2004,259220.75185960266
2005,213669.7679916709
2006,220862.020530456
2007,240467.3597098725
2008,208741.18922820722
2009,188285.95168915344
2010,187014.2098824324
2011,141372.4136407815
2012,173598.88576738196
2013,183811.66482708402
2014,191192.57595664292
2015,191751.18586744086
2016,192625.44483629405
2017,202362.09733851824
2018,124591.6911855117
2019,140780.1556320911
2020,112107.85326202845
2021,109198.93285746213
2022,175632.18008172867
2023,145263.76657155922
2024,233921.8927691873
2025,396797.3734120063
2026,173201.18434957718
2027,142447.19110293107
2028,159436.6895701429
2029,174100.3250253536
2030,277574.5493302684
2031,213676.5387601859
2032,234156.93362562917
2033,269050.07453309203
2034,165066.82657369314
2035,218304.045322901
2036,186536.26479530637
2037,193436.83800621805
2038,282283.16402168677
2039,196848.37816267225
2040,356820.01856693125
2041,280915.78708498983
2042,206456.73534057935
2043,173985.63168462552
2044,179605.1448687406
2045,226690.09814672897
2046,143029.38552152648
2047,147794.65166467422
2048,138763.08884614584
2049,128807.21130053965
2050,169808.81955991752
2051,106472.09112653263
2052,138885.05957135351
2053,145428.5058952848
2054,79733.07339754234
2055,146156.85319510498
2056,135039.8139092752
2057,118070.72462672344
2058,211674.90064983416
2059,135266.60744280234
2060,169458.61103165458
2061,174403.90294862023
2062,133020.1532557151
2063,111392.42631251166
2064,140867.65495305648
2065,111245.49600862103
2066,159302.11386302835
2067,126761.33012861955
2068,122187.12238975643
2069,79181.52886907954
2070,110547.28538229722
2071,84721.68198970925
2072,121784.6707484127
2073,143516.0962627062
2074,178179.85654053517
2075,145820.25438345765
2076,117313.33731253775
2077,155938.6856728277
2078,129243.8275970319
2079,137522.8933115168
